Customer Key,Customer Name,Trader,Responsibility Center,Status,Date of Addition
C-1440,Customer 1440,Trader7,RC7,Open,44927
C-1441,Customer 1441,Trader60,RC60,Active,45287
C-1442,Customer 1442,Trader5,RC5,Canvassing,45419
C-1443,Customer 1443,Trader99,RC99,Canvassing,45293
C-1444,Customer 1444,Trader81,RC81,Canvassing,45293
C-1445,Customer 1445,Trader99,RC99,Canvassing,45296
C-1446,Customer 1446,Trader99,RC99,Active,45296
C-1447,Customer 1447,Trader99,RC99,Canvassing,45296
C-1448,Customer 1448,Trader52,RC52,Open,44927
C-1449,Customer 1449,Trader6,RC6,Canvassing,45419
C-145,Customer 145,Trader70,RC70,Canvassing,45419
C-1450,Customer 1450,Trader99,RC99,Canvassing,45419
C-1451,Customer 1451,Trader27,RC27,Active,45372
C-1452,Customer 1452,Trader20,RC20,Active,45371
C-1453,Customer 1453,Trader42,RC42,Open,45714
C-1454,Customer 1454,Trader99,RC99,Canvassing,45419
C-1455,Customer 1455,Trader65,RC65,Open,44927
C-1456,Customer 1456,Trader52,RC52,Canvassing,45511
C-1457,Customer 1457,Trader20,RC20,Active,45419
C-1458,Customer 1458,Trader19,RC19,Open,44927
C-1459,Customer 1459,Trader52,RC52,Canvassing,45419
C-146,Customer 146,Trader99,RC99,Canvassing,45419
C-1460,Customer 1460,Trader52,RC52,Canvassing,45510
C-1461,Customer 1461,Trader99,RC99,Canvassing,45419
C-1462,Customer 1462,Trader99,RC99,Blacklisted,45419
C-1463,Customer 1463,Trader74,RC74,Canvassing,45419
C-1464,Customer 1464,Trader58,RC58,Canvassing,45309
C-1465,Customer 1465,Trader99,RC99,Blacklisted,45435
C-1466,Customer 1466,Trader65,RC65,Canvassing,45419
C-1467,Customer 1467,Trader19,RC19,Canvassing,45419
C-1468,Customer 1468,Trader99,RC99,Blacklisted,45314
C-1469,Customer 1469,Trader20,RC20,Active,45314
C-147,Customer 147,Trader51,RC51,Active,45517
C-1470,Customer 1470,Trader65,RC65,Active,45371
C-1471,Customer 1471,Trader17,RC17,Canvassing,45419
C-1472,Customer 1472,Trader99,RC99,Canvassing,45322
C-1473,Customer 1473,Trader30,RC30,Active,45324
C-1474,Customer 1474,Trader52,RC52,Canvassing,45323
C-1475,Customer 1475,Trader17,RC17,Active,45419
C-1476,Customer 1476,Trader99,RC99,Canvassing,45419
C-1477,Customer 1477,Trader20,RC20,Canvassing,45328
C-1478,Customer 1478,Trader32,RC32,Active,45328
C-1479,Customer 1479,Trader99,RC99,Canvassing,45355
C-148,Customer 148,Trader26,RC26,Open,44927
C-1480,Customer 1480,Trader52,RC52,Active,45419
C-1481,Customer 1481,Trader42,RC42,Canvassing,45330
C-1482,Customer 1482,Trader99,RC99,Canvassing,45419
C-1483,Customer 1483,Trader74,RC74,Open,45695
C-1484,Customer 1484,Trader74,RC74,Canvassing,45419
C-1485,Customer 1485,Trader17,RC17,Open,44927
C-1486,Customer 1486,Trader99,RC99,Blacklisted,45419
C-1487,Customer 1487,Trader60,RC60,Active,45456
C-1488,Customer 1488,Trader17,RC17,Open,44927
C-1489,Customer 1489,Trader17,RC17,Canvassing,45338
C-149,Customer 149,Trader99,RC99,Blacklisted,45695
C-1490,Customer 1490,Trader99,RC99,Canvassing,45419
C-1491,Customer 1491,Trader99,RC99,Open,44927
C-1492,Customer 1492,Trader26,RC26,Canvassing,45327
C-1493,Customer 1493,Trader99,RC99,Canvassing,45419
C-1494,Customer 1494,Trader27,RC27,Canvassing,45517
C-1495,Customer 1495,Trader99,RC99,Canvassing,45329
C-1496,Customer 1496,Trader99,RC99,Active,45509
C-1497,Customer 1497,Trader52,RC52,Active,45270
C-1498,Customer 1498,Trader76,RC76,Canvassing,45350
C-1499,Customer 1499,Trader17,RC17,Canvassing,45419
C-15,Customer 15,Trader19,RC19,Open,44927
C-150,Customer 150,Trader58,RC58,Open,44927
C-1500,Customer 1500,Trader52,RC52,Canvassing,45419
C-1501,Customer 1501,Trader29,RC29,Canvassing,45419
C-1502,Customer 1502,Trader17,RC17,Blacklisted,45376
C-1503,Customer 1503,Trader99,RC99,Canvassing,45419
C-1504,Customer 1504,Trader42,RC42,Canvassing,45453
C-1505,Customer 1505,Trader26,RC26,Canvassing,45419
C-1506,Customer 1506,Trader1,RC1,Open,44927
C-1507,Customer 1507,Trader65,RC65,Canvassing,45419
C-1508,Customer 1508,Trader73,RC73,Active,45371
C-1509,Customer 1509,Trader42,RC42,Active,45330
C-151,Customer 151,Trader51,RC51,Canvassing,45097
C-1510,Customer 1510,Trader80,RC80,Active,45565
C-1511,Customer 1511,Trader74,RC74,Canvassing,45419
C-1512,Customer 1512,Trader22,RC22,Canvassing,45419
C-1513,Customer 1513,Trader27,RC27,Active,45517
C-1514,Customer 1514,Trader99,RC99,Canvassing,45419
C-1515,Customer 1515,Trader73,RC73,Canvassing,45419
C-1516,Customer 1516,Trader52,RC52,Active,45513
C-1517,Customer 1517,Trader52,RC52,Active,45562
C-1518,Customer 1518,Trader52,RC52,Active,45569
C-1519,Customer 1519,Trader99,RC99,Canvassing,45419
C-152,Customer 152,Trader51,RC51,Canvassing,45097
C-1520,Customer 1520,Trader74,RC74,Active,45419
C-1521,Customer 1521,Trader6,RC6,Canvassing,45419
C-1522,Customer 1522,Trader49,RC49,Active,45376
C-1523,Customer 1523,Trader77,RC77,Active,45376
C-1524,Customer 1524,Trader47,RC47,Active,45377
C-1525,Customer 1525,Trader99,RC99,Blacklisted,45419
C-1526,Customer 1526,Trader32,RC32,Active,45569
C-1527,Customer 1527,Trader52,RC52,Open,44927
C-1528,Customer 1528,Trader99,RC99,Active,45378
C-1529,Customer 1529,Trader29,RC29,Canvassing,45419
C-153,Customer 153,Trader99,RC99,Blacklisted,45097
C-1530,Customer 1530,Trader77,RC77,Active,45118
C-1531,Customer 1531,Trader11,RC11,Canvassing,45380
C-1532,Customer 1532,Trader99,RC99,Blacklisted,45383
C-1533,Customer 1533,Trader99,RC99,Canvassing,45383
C-1534,Customer 1534,Trader99,RC99,Active,45063
C-1535,Customer 1535,Trader74,RC74,Active,45385
C-1536,Customer 1536,Trader47,RC47,Canvassing,45386
C-1537,Customer 1537,Trader99,RC99,Blacklisted,45243
C-1538,Customer 1538,Trader17,RC17,Active,45456
C-1539,Customer 1539,Trader32,RC32,Active,45342
C-154,Customer 154,Trader70,RC70,Canvassing,45282
C-1540,Customer 1540,Trader99,RC99,Active,45397
C-1541,Customer 1541,Trader20,RC20,Active,45397
C-1542,Customer 1542,Trader17,RC17,Active,45425
C-1543,Customer 1543,Trader26,RC26,Open,44927
C-1544,Customer 1544,Trader99,RC99,Canvassing,45400
C-1545,Customer 1545,Trader99,RC99,Active,45404
C-1546,Customer 1546,Trader27,RC27,Canvassing,45405
C-1547,Customer 1547,Trader80,RC80,Canvassing,45406
C-1548,Customer 1548,Trader30,RC30,Canvassing,45407
C-1549,Customer 1549,Trader74,RC74,Canvassing,45407
C-155,Customer 155,Trader70,RC70,Canvassing,45282
C-1550,Customer 1550,Trader51,RC51,Active,45124
C-1551,Customer 1551,Trader65,RC65,Active,45517
C-1552,Customer 1552,Trader27,RC27,Active,45408
C-1553,Customer 1553,Trader51,RC51,Active,45411
C-1554,Customer 1554,Trader99,RC99,Canvassing,45411
C-1555,Customer 1555,Trader80,RC80,Canvassing,45412
C-1556,Customer 1556,Trader99,RC99,Canvassing,45412
C-1557,Customer 1557,Trader52,RC52,Canvassing,45413
C-1558,Customer 1558,Trader99,RC99,Active,45517
C-1559,Customer 1559,Trader17,RC17,Active,45434
C-156,Customer 156,Trader70,RC70,Canvassing,45282
C-1560,Customer 1560,Trader99,RC99,Active,45295
C-1561,Customer 1561,Trader26,RC26,Open,44927
C-1562,Customer 1562,Trader99,RC99,Open,45434
C-1563,Customer 1563,Trader52,RC52,Active,45422
C-1564,Customer 1564,Trader52,RC52,Active,45422
C-1565,Customer 1565,Trader99,RC99,Active,45383
C-1566,Customer 1566,Trader99,RC99,Open,45425
C-1567,Customer 1567,Trader99,RC99,Blacklisted,45425
C-1568,Customer 1568,Trader99,RC99,Active,45348
C-1569,Customer 1569,Trader26,RC26,Active,45425
C-157,Customer 157,Trader28,RC28,Canvassing,45282
C-1570,Customer 1570,Trader99,RC99,Active,45425
C-1571,Customer 1571,Trader47,RC47,Open,45425
C-1572,Customer 1572,Trader17,RC17,Canvassing,45425
C-1573,Customer 1573,Trader18,RC18,Open,44927
C-1574,Customer 1574,Trader52,RC52,Canvassing,45425
C-1575,Customer 1575,Trader11,RC11,Canvassing,45426
C-1576,Customer 1576,Trader58,RC58,Canvassing,45419
C-1577,Customer 1577,Trader20,RC20,Active,45426
C-1578,Customer 1578,Trader52,RC52,Open,45427
C-1579,Customer 1579,Trader35,RC35,Canvassing,45411
C-158,Customer 158,Trader99,RC99,Canvassing,45419
C-1580,Customer 1580,Trader47,RC47,Active,45427
C-1581,Customer 1581,Trader17,RC17,Active,45427
C-1582,Customer 1582,Trader41,RC41,Open,45427
C-1583,Customer 1583,Trader41,RC41,Open,45427
C-1584,Customer 1584,Trader99,RC99,Open,45427
C-1585,Customer 1585,Trader35,RC35,Active,45427
C-1586,Customer 1586,Trader52,RC52,Open,45429
C-1587,Customer 1587,Trader17,RC17,Active,45126
C-1588,Customer 1588,Trader52,RC52,Active,45429
C-1589,Customer 1589,Trader52,RC52,Active,45427
C-159,Customer 159,Trader99,RC99,Canvassing,45282
C-1590,Customer 1590,Trader52,RC52,Active,45427
C-1591,Customer 1591,Trader52,RC52,Canvassing,45421
C-1592,Customer 1592,Trader60,RC60,Open,45432
C-1593,Customer 1593,Trader52,RC52,Canvassing,45419
C-1594,Customer 1594,Trader26,RC26,Open,45432
C-1595,Customer 1595,Trader68,RC68,Active,45433
C-1596,Customer 1596,Trader40,RC40,Canvassing,45433
C-1597,Customer 1597,Trader99,RC99,Canvassing,45202
C-1598,Customer 1598,Trader17,RC17,Open,45435
C-1599,Customer 1599,Trader17,RC17,Active,45358
C-16,Customer 16,Trader99,RC99,Active,45371
C-160,Customer 160,Trader26,RC26,Open,44927
C-1600,Customer 1600,Trader99,RC99,Active,45440
C-1601,Customer 1601,Trader99,RC99,Active,45440
C-1602,Customer 1602,Trader46,RC46,Canvassing,45517
C-1603,Customer 1603,Trader70,RC70,Canvassing,45429
C-1604,Customer 1604,Trader99,RC99,Open,45538
C-1605,Customer 1605,Trader99,RC99,Blacklisted,45447
C-1606,Customer 1606,Trader26,RC26,Active,45474
C-1607,Customer 1607,Trader52,RC52,Canvassing,45448
C-1608,Customer 1608,Trader27,RC27,Open,45453
C-1609,Customer 1609,Trader32,RC32,Active,45455
C-161,Customer 161,Trader26,RC26,Open,44927
C-1610,Customer 1610,Trader19,RC19,Active,45457
C-1611,Customer 1611,Trader99,RC99,Open,45463
C-1612,Customer 1612,Trader99,RC99,Blacklisted,45463
C-1613,Customer 1613,Trader99,RC99,Active,45463
C-1614,Customer 1614,Trader27,RC27,Canvassing,45463
C-1615,Customer 1615,Trader11,RC11,Active,45464
C-1616,Customer 1616,Trader60,RC60,Active,45148
C-1617,Customer 1617,Trader52,RC52,Canvassing,45464
C-1618,Customer 1618,Trader26,RC26,Open,45467
C-1619,Customer 1619,Trader24,RC24,Canvassing,45419
C-162,Customer 162,Trader58,RC58,Canvassing,45282
C-1620,Customer 1620,Trader52,RC52,Open,45469
C-1621,Customer 1621,Trader68,RC68,Active,45446
C-1622,Customer 1622,Trader52,RC52,Active,45469
C-1623,Customer 1623,Trader52,RC52,Active,45469
C-1624,Customer 1624,Trader99,RC99,Active,45469
C-1625,Customer 1625,Trader99,RC99,Blacklisted,45671
C-1626,Customer 1626,Trader5,RC5,Active,45063
C-1627,Customer 1627,Trader5,RC5,Canvassing,45419
C-1628,Customer 1628,Trader26,RC26,Blacklisted,45419
C-1629,Customer 1629,Trader74,RC74,Canvassing,45474
C-163,Customer 163,Trader26,RC26,Open,44927
C-1630,Customer 1630,Trader74,RC74,Active,45467
C-1631,Customer 1631,Trader46,RC46,Active,45475
C-1632,Customer 1632,Trader27,RC27,Blacklisted,45517
C-1633,Customer 1633,Trader17,RC17,Canvassing,45477
C-1634,Customer 1634,Trader68,RC68,Open,44927
C-1635,Customer 1635,Trader26,RC26,Canvassing,45145
C-1636,Customer 1636,Trader26,RC26,Active,45482
C-1637,Customer 1637,Trader17,RC17,Open,45484
C-1638,Customer 1638,Trader74,RC74,Active,45484
C-1639,Customer 1639,Trader42,RC42,Canvassing,45485
C-164,Customer 164,Trader26,RC26,Open,44927
C-1640,Customer 1640,Trader51,RC51,Canvassing,45484
C-1641,Customer 1641,Trader51,RC51,Canvassing,45485
C-1642,Customer 1642,Trader51,RC51,Active,45485
C-1643,Customer 1643,Trader74,RC74,Canvassing,45222
C-1644,Customer 1644,Trader74,RC74,Open,45489
C-1645,Customer 1645,Trader99,RC99,Canvassing,45490
C-1646,Customer 1646,Trader99,RC99,Canvassing,45434
C-1647,Customer 1647,Trader17,RC17,Active,45490
C-1648,Customer 1648,Trader38,RC38,Active,45495
C-1649,Customer 1649,Trader68,RC68,Active,45497
C-165,Customer 165,Trader99,RC99,Canvassing,45419
C-1650,Customer 1650,Trader26,RC26,Active,45499
C-1651,Customer 1651,Trader52,RC52,Active,45495
C-1652,Customer 1652,Trader84,RC84,Canvassing,45498
C-1653,Customer 1653,Trader51,RC51,Canvassing,45490
C-1654,Customer 1654,Trader42,RC42,Canvassing,45502
C-1655,Customer 1655,Trader46,RC46,Canvassing,45499
C-1656,Customer 1656,Trader27,RC27,Active,45490
C-1657,Customer 1657,Trader52,RC52,Canvassing,45372
C-1658,Customer 1658,Trader51,RC51,Active,45505
C-1659,Customer 1659,Trader46,RC46,Canvassing,45490
C-166,Customer 166,Trader26,RC26,Open,44927
C-1660,Customer 1660,Trader99,RC99,Active,45505
C-1661,Customer 1661,Trader42,RC42,Active,45475
C-1662,Customer 1662,Trader42,RC42,Active,45454
C-1663,Customer 1663,Trader99,RC99,Open,45701
C-1664,Customer 1664,Trader46,RC46,Canvassing,45511
C-1665,Customer 1665,Trader20,RC20,Open,45695
C-1666,Customer 1666,Trader99,RC99,Open,45701
C-1667,Customer 1667,Trader99,RC99,Active,45513
C-1668,Customer 1668,Trader6,RC6,Active,45509
C-1669,Customer 1669,Trader52,RC52,Active,45513
C-167,Customer 167,Trader58,RC58,Active,45569
C-1670,Customer 1670,Trader52,RC52,Active,45513
C-1671,Customer 1671,Trader52,RC52,Active,45513
C-1672,Customer 1672,Trader52,RC52,Active,45513
C-1673,Customer 1673,Trader52,RC52,Active,45513
C-1674,Customer 1674,Trader52,RC52,Active,45513
C-1675,Customer 1675,Trader52,RC52,Active,45513
C-1676,Customer 1676,Trader52,RC52,Active,45513
C-1677,Customer 1677,Trader52,RC52,Active,45513
C-1678,Customer 1678,Trader52,RC52,Active,45513
C-1679,Customer 1679,Trader52,RC52,Active,45513
C-168,Customer 168,Trader51,RC51,Canvassing,45617
C-1680,Customer 1680,Trader52,RC52,Active,45513
C-1681,Customer 1681,Trader51,RC51,Canvassing,45511
C-1682,Customer 1682,Trader60,RC60,Active,45516
C-1683,Customer 1683,Trader26,RC26,Active,45517
C-1684,Customer 1684,Trader51,RC51,Canvassing,45975
C-1685,Customer 1685,Trader46,RC46,Active,45510
C-1686,Customer 1686,Trader20,RC20,Canvassing,45510
C-1687,Customer 1687,Trader52,RC52,Canvassing,45386
C-1688,Customer 1688,Trader74,RC74,Active,45518
C-1689,Customer 1689,Trader27,RC27,Active,45257
C-169,Customer 169,Trader26,RC26,Open,44927
C-1690,Customer 1690,Trader42,RC42,Active,45338
C-1691,Customer 1691,Trader99,RC99,Canvassing,45442
C-1692,Customer 1692,Trader99,RC99,Active,45526
C-1693,Customer 1693,Trader52,RC52,Canvassing,45526
C-1694,Customer 1694,Trader52,RC52,Canvassing,45526
C-1695,Customer 1695,Trader52,RC52,Canvassing,45526
C-1696,Customer 1696,Trader52,RC52,Canvassing,45526
C-1697,Customer 1697,Trader52,RC52,Canvassing,45526
C-1698,Customer 1698,Trader52,RC52,Canvassing,45526
C-1699,Customer 1699,Trader52,RC52,Canvassing,45526
C-17,Customer 17,Trader26,RC26,Open,44927
C-170,Customer 170,Trader58,RC58,Active,45063
C-1700,Customer 1700,Trader52,RC52,Canvassing,45526
C-1701,Customer 1701,Trader52,RC52,Canvassing,45526
C-1702,Customer 1702,Trader52,RC52,Canvassing,45526
C-1703,Customer 1703,Trader52,RC52,Canvassing,45526
C-1704,Customer 1704,Trader52,RC52,Active,45526
C-1705,Customer 1705,Trader52,RC52,Canvassing,45526
C-1706,Customer 1706,Trader52,RC52,Canvassing,45526
C-1707,Customer 1707,Trader52,RC52,Canvassing,45526
C-1708,Customer 1708,Trader52,RC52,Canvassing,45526
C-1709,Customer 1709,Trader52,RC52,Active,45526
C-171,Customer 171,Trader26,RC26,Open,44927
C-1710,Customer 1710,Trader52,RC52,Canvassing,45526
C-1711,Customer 1711,Trader52,RC52,Canvassing,45526
C-1712,Customer 1712,Trader52,RC52,Canvassing,45526
C-1713,Customer 1713,Trader52,RC52,Canvassing,45526
C-1714,Customer 1714,Trader52,RC52,Canvassing,45526
C-1715,Customer 1715,Trader52,RC52,Canvassing,45526
C-1716,Customer 1716,Trader52,RC52,Canvassing,45526
C-1717,Customer 1717,Trader52,RC52,Canvassing,45526
C-1718,Customer 1718,Trader52,RC52,Active,45526
C-1719,Customer 1719,Trader52,RC52,Canvassing,45526
C-172,Customer 172,Trader27,RC27,Canvassing,45063
C-1720,Customer 1720,Trader52,RC52,Canvassing,45526
C-1721,Customer 1721,Trader52,RC52,Canvassing,45526
C-1722,Customer 1722,Trader52,RC52,Canvassing,45526
C-1723,Customer 1723,Trader52,RC52,Canvassing,45526
C-1724,Customer 1724,Trader52,RC52,Canvassing,45526
C-1725,Customer 1725,Trader52,RC52,Canvassing,45526
C-1726,Customer 1726,Trader74,RC74,Canvassing,45526
C-1727,Customer 1727,Trader52,RC52,Canvassing,45526
C-1728,Customer 1728,Trader52,RC52,Canvassing,45526
C-1729,Customer 1729,Trader52,RC52,Canvassing,45526
C-173,Customer 173,Trader58,RC58,Open,44927
C-1730,Customer 1730,Trader74,RC74,Canvassing,45526
C-1731,Customer 1731,Trader52,RC52,Canvassing,45526
C-1732,Customer 1732,Trader52,RC52,Canvassing,45526
C-1733,Customer 1733,Trader52,RC52,Canvassing,45526
C-1734,Customer 1734,Trader52,RC52,Canvassing,45526
C-1735,Customer 1735,Trader52,RC52,Canvassing,45526
C-1736,Customer 1736,Trader52,RC52,Canvassing,45526
C-1737,Customer 1737,Trader74,RC74,Active,45526
C-1738,Customer 1738,Trader52,RC52,Canvassing,45526
C-1739,Customer 1739,Trader74,RC74,Canvassing,45091
C-174,Customer 174,Trader99,RC99,Active,45097
C-1740,Customer 1740,Trader52,RC52,Canvassing,45526
C-1741,Customer 1741,Trader52,RC52,Canvassing,45526
C-1742,Customer 1742,Trader52,RC52,Canvassing,45526
C-1743,Customer 1743,Trader52,RC52,Canvassing,45526
C-1744,Customer 1744,Trader51,RC51,Canvassing,45481
C-1745,Customer 1745,Trader42,RC42,Active,45336
C-1746,Customer 1746,Trader52,RC52,Active,45527
C-1747,Customer 1747,Trader52,RC52,Active,45527
C-1748,Customer 1748,Trader74,RC74,Active,45530
C-1749,Customer 1749,Trader51,RC51,Canvassing,45531
C-175,Customer 175,Trader73,RC73,Active,45282
C-1750,Customer 1750,Trader80,RC80,Active,45532
C-1751,Customer 1751,Trader74,RC74,Active,45533
C-1752,Customer 1752,Trader74,RC74,Active,45533
C-1753,Customer 1753,Trader52,RC52,Active,45533
C-1754,Customer 1754,Trader52,RC52,Active,45533
C-1755,Customer 1755,Trader20,RC20,Canvassing,45419
C-1756,Customer 1756,Trader74,RC74,Active,45091
C-1757,Customer 1757,Trader74,RC74,Canvassing,45533
C-1758,Customer 1758,Trader74,RC74,Canvassing,45533
C-1759,Customer 1759,Trader74,RC74,Canvassing,45069
C-176,Customer 176,Trader51,RC51,Canvassing,45419
C-1760,Customer 1760,Trader52,RC52,Active,45294
C-1761,Customer 1761,Trader99,RC99,Canvassing,45499
C-1762,Customer 1762,Trader24,RC24,Canvassing,45419
C-1763,Customer 1763,Trader51,RC51,Canvassing,45537
C-1764,Customer 1764,Trader65,RC65,Canvassing,45499
C-1765,Customer 1765,Trader20,RC20,Canvassing,45537
C-1766,Customer 1766,Trader32,RC32,Active,45538
C-1767,Customer 1767,Trader68,RC68,Active,45538
C-1768,Customer 1768,Trader22,RC22,Active,45538
C-1769,Customer 1769,Trader20,RC20,Canvassing,45307
C-177,Customer 177,Trader26,RC26,Open,44927
C-1770,Customer 1770,Trader17,RC17,Active,45540
C-1771,Customer 1771,Trader17,RC17,Canvassing,45357
C-1772,Customer 1772,Trader20,RC20,Active,45538
C-1773,Customer 1773,Trader74,RC74,Active,45541
C-1774,Customer 1774,Trader26,RC26,Active,45541
C-1775,Customer 1775,Trader74,RC74,Active,45541
C-1776,Customer 1776,Trader51,RC51,Canvassing,45532
C-1777,Customer 1777,Trader72,RC72,Active,45544
C-1778,Customer 1778,Trader20,RC20,Active,45544
C-1779,Customer 1779,Trader42,RC42,Canvassing,45497
C-178,Customer 178,Trader99,RC99,Active,45097
C-1780,Customer 1780,Trader35,RC35,Active,45544
C-1781,Customer 1781,Trader51,RC51,Active,45545
C-1782,Customer 1782,Trader17,RC17,Active,45545
C-1783,Customer 1783,Trader29,RC29,Canvassing,45538
C-1784,Customer 1784,Trader29,RC29,Canvassing,45538
C-1785,Customer 1785,Trader81,RC81,Canvassing,45544
C-1786,Customer 1786,Trader65,RC65,Active,45063
C-1787,Customer 1787,Trader40,RC40,Active,45545
C-1788,Customer 1788,Trader40,RC40,Active,45545
C-1789,Customer 1789,Trader40,RC40,Active,45545
C-179,Customer 179,Trader99,RC99,Active,45377
C-1790,Customer 1790,Trader30,RC30,Canvassing,45338
C-1791,Customer 1791,Trader40,RC40,Active,45545
C-1792,Customer 1792,Trader73,RC73,Canvassing,45551
C-1793,Customer 1793,Trader27,RC27,Open,45694
C-1794,Customer 1794,Trader70,RC70,Active,45551
C-1795,Customer 1795,Trader26,RC26,Canvassing,45541
C-1796,Customer 1796,Trader51,RC51,Canvassing,45505
C-1797,Customer 1797,Trader99,RC99,Open,45567
C-1798,Customer 1798,Trader52,RC52,Active,45553
C-1799,Customer 1799,Trader74,RC74,Active,45554
C-18,Customer 18,Trader99,RC99,Canvassing,45419
C-180,Customer 180,Trader99,RC99,Canvassing,45419
C-1800,Customer 1800,Trader54,RC54,Canvassing,45546
C-1801,Customer 1801,Trader52,RC52,Canvassing,45378
C-1802,Customer 1802,Trader99,RC99,Open,45699
C-1803,Customer 1803,Trader42,RC42,Active,45484
C-1804,Customer 1804,Trader29,RC29,Canvassing,45511
C-1805,Customer 1805,Trader19,RC19,Active,45554
C-1806,Customer 1806,Trader17,RC17,Active,45554
C-1807,Customer 1807,Trader74,RC74,Active,45558
C-1808,Customer 1808,Trader29,RC29,Active,45558
C-1809,Customer 1809,Trader41,RC41,Active,45449
C-181,Customer 181,Trader78,RC78,Open,45453
C-1810,Customer 1810,Trader47,RC47,Active,45063
C-1811,Customer 1811,Trader99,RC99,Canvassing,45264
C-1812,Customer 1812,Trader47,RC47,Active,45560
C-1813,Customer 1813,Trader72,RC72,Active,45560
C-1814,Customer 1814,Trader32,RC32,Active,45560
C-1815,Customer 1815,Trader73,RC73,Canvassing,45163
C-1816,Customer 1816,Trader27,RC27,Active,45063
C-1817,Customer 1817,Trader99,RC99,Canvassing,45419
C-1818,Customer 1818,Trader29,RC29,Canvassing,45533
C-1819,Customer 1819,Trader74,RC74,Active,45565
C-182,Customer 182,Trader99,RC99,Active,45377
C-1820,Customer 1820,Trader52,RC52,Active,45565
C-1821,Customer 1821,Trader46,RC46,Canvassing,45565
C-1822,Customer 1822,Trader29,RC29,Active,45063
C-1823,Customer 1823,Trader74,RC74,Active,45566
C-1824,Customer 1824,Trader51,RC51,Canvassing,45551
C-1825,Customer 1825,Trader51,RC51,Canvassing,45545
C-1826,Customer 1826,Trader17,RC17,Canvassing,45569
C-1827,Customer 1827,Trader52,RC52,Canvassing,45091
C-1828,Customer 1828,Trader52,RC52,Canvassing,45573
C-1829,Customer 1829,Trader51,RC51,Active,45574
C-183,Customer 183,Trader65,RC65,Canvassing,45419
C-1830,Customer 1830,Trader74,RC74,Active,45575
C-1831,Customer 1831,Trader46,RC46,Active,45237
C-1832,Customer 1832,Trader99,RC99,Active,45580
C-1833,Customer 1833,Trader29,RC29,Active,45580
C-1834,Customer 1834,Trader99,RC99,Open,45581
C-1835,Customer 1835,Trader29,RC29,Open,45582
C-1836,Customer 1836,Trader27,RC27,Active,45582
C-1837,Customer 1837,Trader20,RC20,Active,45582
C-1838,Customer 1838,Trader51,RC51,Active,45495
C-1839,Customer 1839,Trader29,RC29,Active,45583
C-184,Customer 184,Trader99,RC99,Canvassing,45419
C-1840,Customer 1840,Trader46,RC46,Active,45586
C-1841,Customer 1841,Trader19,RC19,Active,45583
C-1842,Customer 1842,Trader24,RC24,Active,45587
C-1843,Customer 1843,Trader20,RC20,Active,45588
C-1844,Customer 1844,Trader52,RC52,Active,45589
C-1845,Customer 1845,Trader52,RC52,Canvassing,45091
C-1846,Customer 1846,Trader71,RC71,Canvassing,45195
C-1847,Customer 1847,Trader76,RC76,Active,45588
C-1848,Customer 1848,Trader74,RC74,Active,45593
C-1849,Customer 1849,Trader99,RC99,Active,45596
C-185,Customer 185,Trader26,RC26,Canvassing,45282
C-1850,Customer 1850,Trader58,RC58,Active,45596
C-1851,Customer 1851,Trader20,RC20,Active,45601
C-1852,Customer 1852,Trader42,RC42,Canvassing,45574
C-1853,Customer 1853,Trader52,RC52,Active,45602
C-1854,Customer 1854,Trader52,RC52,Active,45602
C-1855,Customer 1855,Trader20,RC20,Active,45544
C-1856,Customer 1856,Trader46,RC46,Dormant,45604
C-1857,Customer 1857,Trader46,RC46,Active,45604
C-1858,Customer 1858,Trader20,RC20,Active,45604
C-1859,Customer 1859,Trader52,RC52,Active,45597
C-186,Customer 186,Trader99,RC99,Canvassing,45419
C-1860,Customer 1860,Trader52,RC52,Dormant,45602
C-1861,Customer 1861,Trader52,RC52,Dormant,45607
C-1862,Customer 1862,Trader52,RC52,Dormant,45607
C-1863,Customer 1863,Trader52,RC52,Dormant,45608
C-1864,Customer 1864,Trader46,RC46,Dormant,45609
C-1865,Customer 1865,Trader20,RC20,Active,45544
C-1866,Customer 1866,Trader40,RC40,Active,45545
C-1867,Customer 1867,Trader46,RC46,Canvassing,45614
C-1868,Customer 1868,Trader68,RC68,Active,45614
C-1869,Customer 1869,Trader27,RC27,Dormant,45594
C-187,Customer 187,Trader99,RC99,Active,45114
C-1870,Customer 1870,Trader42,RC42,Canvassing,45063
C-1871,Customer 1871,Trader30,RC30,Canvassing,45586
C-1872,Customer 1872,Trader58,RC58,Active,45614
C-1873,Customer 1873,Trader52,RC52,Active,45615
C-1874,Customer 1874,Trader99,RC99,Active,45615
C-1875,Customer 1875,Trader26,RC26,Active,45063
C-1876,Customer 1876,Trader17,RC17,Canvassing,45091
C-1877,Customer 1877,Trader17,RC17,Canvassing,45616
C-1878,Customer 1878,Trader6,RC6,Canvassing,45419
C-1879,Customer 1879,Trader24,RC24,Active,45618
C-188,Customer 188,Trader82,RC82,Active,45282
C-1880,Customer 1880,Trader17,RC17,Active,45616
C-1881,Customer 1881,Trader52,RC52,Active,45618
C-1882,Customer 1882,Trader99,RC99,Blacklisted,45505
C-1883,Customer 1883,Trader19,RC19,Dormant,45614
C-1884,Customer 1884,Trader17,RC17,Active,45618
C-1885,Customer 1885,Trader58,RC58,Active,45621
