Status,Deal Type,Enquiry No.,Team Name,Trader PIC,Deal No.,Deal Date,Volume,Customer Key,Customer Name
Completed,Bunker,ENQ21350,Team4,Trader23,DEAL01332,7/29/2025,80,C-926,Customer 926
Completed,Bunker,ENQ17501,Team10,Trader44,DEAL01211,7/29/2025,200.303,C-843,Customer 843
Invoice Sent,Bunker,ENQ03718,Team6,Trader20,DEAL08690,7/29/2025,69,C-390,Customer 390
Cancelled,Others,ENQ06374,Team1,Trader19,DEAL03786,7/29/2025,34,C-1406,Customer 1406
Completed,Bunker,ENQ05173,Team1,Trader71,DEAL05595,7/29/2025,72.903,C-1110,Customer 1110
Completed,Bunker,ENQ11725,Team99,Trader65,DEAL07091,7/28/2025,453.5,C-83,Customer 83
Completed,Bunker,ENQ17258,Team8,Trader36,DEAL03631,7/28/2025,161,C-1016,Customer 1016
Completed,Bunker,ENQ04878,Team4,Trader5,DEAL00917,7/27/2025,88,C-79,Customer 79
Completed,Bunker,ENQ14344,Team1,Trader19,DEAL02536,7/27/2025,115,C-712,Customer 712
Completed,Bunker,ENQ00651,Team1,Trader19,DEAL04257,7/27/2025,159.272,C-711,Customer 711
Completed,Bunker,ENQ10098,Team1,Trader71,DEAL05869,7/27/2025,1559.875,C-352,Customer 352
Completed,Bunker,ENQ21467,Team10,Trader44,DEAL01748,7/26/2025,85,C-726,Customer 726
Completed,Bunker,ENQ01601,Team4,Trader5,DEAL06483,7/26/2025,306,C-357,Customer 357
Completed,Bunker,ENQ04456,Team2,Trader40,DEAL06598,7/26/2025,959.634,C-1596,Customer 1596
Cancelled,Bunker,ENQ12341,Team99,Trader65,DEAL07502,7/25/2025,43,C-83,Customer 83
Completed,Bunker,ENQ08230,Team99,Trader65,DEAL06974,7/25/2025,753.584,C-83,Customer 83
Completed,Bunker,ENQ03734,Team1,Trader58,DEAL02596,7/25/2025,59,C-687,Customer 687
Completed,Bunker,ENQ14282,Team1,Trader4,DEAL02344,7/25/2025,612,C-620,Customer 620
Completed,Bunker,ENQ00526,Team8,Trader52,DEAL07318,7/25/2025,764.234,C-2041,Customer 2041
Completed,Bunker,ENQ11020,Team1,Trader30,DEAL06507,7/25/2025,257.5,C-1907,Customer 1907
Invoice Sent,Bunker,ENQ14597,Team8,Trader52,DEAL08948,7/25/2025,499,C-1704,Customer 1704
Completed,Bunker,ENQ03523,Team10,Trader44,DEAL02859,7/25/2025,29,C-1007,Customer 1007
Pending,Paper,ENQ06808,Team2,Trader40,DEAL07774,7/24/2025,85,C-946,Customer 946
Completed,Bunker,ENQ20949,Team8,Trader99,DEAL00464,7/24/2025,248.719,C-618,Customer 618
Completed,Bunker,ENQ06352,Team4,Trader5,DEAL04961,7/24/2025,117.211,C-344,Customer 344
Completed,Bunker,ENQ06857,Team8,Trader8,DEAL07676,7/24/2025,887.998,C-338,Customer 338
Invoice Sent,Bunker,ENQ01737,Team3,Trader29,DEAL07497,7/24/2025,315.753,C-294,Customer 294
Completed,Bunker,ENQ03156,Team8,Trader52,DEAL06652,7/24/2025,45,C-1862,Customer 1862
Trade-H,Trade-H,ENQ20460,Team4,Trader26,DEAL01419,7/23/2025,26,C-993,Customer 993
Completed,Bunker,ENQ06411,Team4,Trader5,DEAL02183,7/23/2025,951,C-643,Customer 643
Completed,Bunker,ENQ01139,Team8,Trader52,DEAL06313,7/23/2025,102.791,C-1588,Customer 1588
Completed,Bunker,ENQ14949,Team8,Trader52,DEAL05810,7/23/2025,319,C-1433,Customer 1433
Completed,Bunker,ENQ01335,Team1,Trader10,DEAL03177,7/23/2025,254.672,C-1109,Customer 1109
Completed,Bunker,ENQ00357,Team1,Trader58,DEAL03111,7/22/2025,101,C-687,Customer 687
Cancelled,Bunker,ENQ00593,Team1,Trader12,DEAL05500,7/22/2025,63,C-25,Customer 25
Completed,Bunker,ENQ07062,Team4,Trader32,DEAL07572,7/22/2025,92,C-1434,Customer 1434
Completed,Bunker,ENQ14215,Team2,Trader40,DEAL08482,7/22/2025,19,C-1175,Customer 1175
Completed,Bunker,ENQ17219,Team7,Trader17,DEAL07918,7/22/2025,240.03,C-1024,Customer 1024
Completed,Bunker,ENQ14281,Team4,Trader5,DEAL07299,7/21/2025,52,C-676,Customer 676
Completed,Bunker,ENQ17061,Team1,Trader58,DEAL04513,7/21/2025,154.5,C-1331,Customer 1331
Completed,Bunker,ENQ12976,Team12,Trader64,DEAL04775,7/21/2025,103.046,C-1311,Customer 1311
Completed,Bunker,ENQ19505,Team6,Trader20,DEAL06269,7/21/2025,694.551,C-1185,Customer 1185
Pending,Paper,ENQ04662,Team4,Trader26,DEAL07221,7/21/2025,17,C-1932,Customer 1932
Completed,Bunker,ENQ03374,Team4,Trader5,DEAL08372,7/20/2025,133,C-676,Customer 676
Completed,Bunker,ENQ21405,Team4,Trader5,DEAL01681,7/20/2025,566,C-676,Customer 676
Completed,Bunker,ENQ11459,Team4,Trader5,DEAL01317,7/20/2025,64.922,C-642,Customer 642
Completed,Bunker,ENQ20270,Team10,Trader44,DEAL04505,7/20/2025,117.37,C-620,Customer 620
Completed,Bunker,ENQ13365,Team8,Trader36,DEAL01179,7/20/2025,54.401,C-306,Customer 306
Completed,Bunker,ENQ16987,Team99,Trader65,DEAL01256,7/20/2025,81.5,C-233,Customer 233
Completed,Bunker,ENQ18268,Team4,Trader26,DEAL08570,7/20/2025,156,C-725,Customer 725
Completed,Bunker,ENQ16970,Team99,Trader48,DEAL04711,7/20/2025,62,C-1315,Customer 1315
Completed,Bunker,ENQ13604,Team99,Trader65,DEAL08345,7/19/2025,268.254,C-89,Customer 89
Completed,Bunker,ENQ21535,Team4,Trader26,DEAL01823,7/19/2025,801.939,C-651,Customer 651
Completed,Bunker,ENQ20529,Team4,Trader26,DEAL00031,7/19/2025,541,C-38,Customer 38
Completed,Bunker,ENQ05985,Team4,Trader39,DEAL08150,7/19/2025,467.847,C-253,Customer 253
Completed,Bunker,ENQ21427,Team8,Trader36,DEAL01705,7/19/2025,555.668,C-207,Customer 207
Cancelled,Bunker,ENQ03347,Team5,Trader42,DEAL05599,7/19/2025,31,C-1509,Customer 1509
Completed,Bunker,ENQ15469,Team8,Trader36,DEAL03699,7/19/2025,65,C-118,Customer 118
Completed,Bunker,ENQ11835,Team99,Trader65,DEAL07822,7/18/2025,2016.292,C-83,Customer 83
Completed,Bunker,ENQ15225,Team1,Trader71,DEAL06402,7/18/2025,152,C-759,Customer 759
Completed,Bunker,ENQ21513,Team1,Trader4,DEAL01799,7/18/2025,257,C-752,Customer 752
Completed,Bunker,ENQ21022,Team10,Trader44,DEAL00542,7/18/2025,169,C-661,Customer 661
Completed,Bunker,ENQ19231,Team4,Trader26,DEAL03943,7/18/2025,256.006,C-322,Customer 322
Completed,Bunker,ENQ10687,Team4,Trader26,DEAL05508,7/18/2025,115,C-322,Customer 322
Completed,Bunker,ENQ20367,Team4,Trader26,DEAL00671,7/18/2025,2246.823,C-271,Customer 271
Completed,Bunker,ENQ12431,Team2,Trader38,DEAL07778,7/18/2025,62.78,C-2102,Customer 2102
Completed,Bunker,ENQ20296,Team7,Trader55,DEAL04914,7/18/2025,136,C-1090,Customer 1090
Completed,Bunker,ENQ19295,Team99,Trader25,DEAL01533,7/17/2025,218.803,C-971,Customer 971
Completed,Bunker,ENQ11821,Team8,Trader36,DEAL01610,7/17/2025,165,C-970,Customer 970
Completed,Bunker,ENQ14429,Team1,Trader71,DEAL02987,7/17/2025,123,C-759,Customer 759
Invoice Sent,Bunker,ENQ15947,Team6,Trader20,DEAL08903,7/17/2025,101,C-1310,Customer 1310
Completed,Bunker,ENQ05659,Team6,Trader20,DEAL06220,7/17/2025,142.794,C-1306,Customer 1306
Completed,Bunker,ENQ01230,Team8,Trader52,DEAL04901,7/17/2025,74,C-1241,Customer 1241
Completed,Bunker,ENQ15797,Team8,Trader52,DEAL03067,7/17/2025,63,C-1220,Customer 1220
Completed,Bunker,ENQ00646,Team4,Trader39,DEAL07357,7/17/2025,62,C-120,Customer 120
Completed,Bunker,ENQ09855,Team99,Trader48,DEAL02502,7/17/2025,63,C-1124,Customer 1124
Completed,Bunker,ENQ18675,Team10,Trader44,DEAL01087,7/16/2025,866,C-919,Customer 919
Completed,Trade-H,ENQ20480,Team10,Trader44,DEAL02168,7/16/2025,43,C-782,Customer 782
Completed,Bunker,ENQ20809,Team8,Trader36,DEAL00315,7/16/2025,209.45,C-306,Customer 306
Completed,Bunker,ENQ20626,Team8,Trader36,DEAL00129,7/16/2025,125,C-261,Customer 261
Completed,Bunker,ENQ11995,Team99,Trader51,DEAL05945,7/16/2025,82,C-1749,Customer 1749
Cancelled,Bunker,ENQ14144,Team8,Trader52,DEAL06277,7/16/2025,64,C-1588,Customer 1588
Completed,Bunker,ENQ20053,Team7,Trader55,DEAL02169,7/16/2025,3282.25,C-147,Customer 147
Completed,Bunker,ENQ01690,Team99,Trader41,DEAL03290,7/16/2025,20,C-1142,Customer 1142
Completed,Bunker,ENQ02556,Team4,Trader26,DEAL06603,7/16/2025,35,C-1393,Customer 1393
Completed,Bunker,ENQ12408,Team99,Trader25,DEAL02630,7/15/2025,1956.261,C-700,Customer 700
Completed,Bunker,ENQ09659,Team1,Trader60,DEAL08561,7/15/2025,205.942,C-625,Customer 625
Completed,Bunker,ENQ15301,Team1,Trader71,DEAL02818,7/15/2025,263.704,C-395,Customer 395
Completed,Bunker,ENQ13633,Team99,Trader6,DEAL08107,7/15/2025,421.305,C-2130,Customer 2130
Completed,Bunker,ENQ17550,Team99,Trader48,DEAL03587,7/15/2025,396.701,C-1141,Customer 1141
Completed,Bunker,ENQ02594,Team1,Trader63,DEAL02538,7/15/2025,96.093,C-1107,Customer 1107
Completed,Bunker,ENQ08647,Team1,Trader71,DEAL07459,7/15/2025,96,C-1092,Customer 1092
Completed,Bunker,ENQ10051,Team99,Trader51,DEAL07330,7/14/2025,520,C-971,Customer 971
Completed,Bunker,ENQ12037,Team99,Trader65,DEAL03238,7/14/2025,1965,C-83,Customer 83
Completed,Bunker,ENQ07615,Team1,Trader15,DEAL02364,7/14/2025,69,C-812,Customer 812
Completed,Bunker,ENQ08839,Team1,Trader60,DEAL04540,7/13/2025,169.26,C-767,Customer 767
Completed,Bunker,ENQ20992,Team4,Trader26,DEAL00510,7/13/2025,613.1,C-724,Customer 724
Completed,Bunker,ENQ01415,Team1,Trader14,DEAL05157,7/13/2025,125,C-620,Customer 620
Invoice Received,Bunker,ENQ04981,Team4,Trader26,DEAL08867,7/13/2025,179,C-939,Customer 939
Cancelled,Bunker,ENQ12425,Team1,Trader71,DEAL06270,7/13/2025,17,C-1092,Customer 1092
Trade-H,Trade-H,ENQ20447,Team10,Trader44,DEAL01167,7/12/2025,58,C-880,Customer 880
Completed,Bunker,ENQ05584,Team99,Trader65,DEAL06538,7/12/2025,615.5,C-83,Customer 83
Completed,Bunker,ENQ11382,Team4,Trader5,DEAL01407,7/12/2025,64,C-79,Customer 79
Completed,Bunker,ENQ04659,Team4,Trader5,DEAL02751,7/12/2025,239,C-676,Customer 676
Completed,Bunker,ENQ05772,Team8,Trader36,DEAL04168,7/12/2025,452.402,C-306,Customer 306
Completed,Bunker,ENQ20867,Team8,Trader36,DEAL00379,7/12/2025,391,C-242,Customer 242
Completed,Bunker,ENQ20892,Team10,Trader44,DEAL00405,7/12/2025,152.719,C-237,Customer 237
Completed,Bunker,ENQ01874,Team1,Trader12,DEAL05055,7/12/2025,36,C-1513,Customer 1513
Invoice Sent,Bunker,ENQ08718,Team1,Trader71,DEAL08722,7/12/2025,171.998,C-1316,Customer 1316
Completed,Bunker,ENQ00937,Team4,Trader18,DEAL05560,7/12/2025,345.976,C-1079,Customer 1079
Completed,Bunker,ENQ00105,Team4,Trader5,DEAL06329,7/11/2025,94,C-676,Customer 676
Completed,Bunker,ENQ07797,Team4,Trader26,DEAL07632,7/11/2025,250.988,C-841,Customer 841
Completed,Cargoes (B2B),ENQ06030,Team4,Trader26,DEAL07308,7/11/2025,1083,C-271,Customer 271
Completed,Bunker,ENQ00180,Team1,Trader58,DEAL02532,7/10/2025,385.264,C-942,Customer 942
Completed,Bunker,ENQ21301,Team8,Trader36,DEAL00838,7/10/2025,499.437,C-395,Customer 395
Completed,Bunker,ENQ12374,Team8,Trader52,DEAL06835,7/10/2025,774.635,C-1726,Customer 1726
Completed,Bunker,ENQ20090,Team7,Trader55,DEAL02524,7/10/2025,996.141,C-147,Customer 147
Completed,Bunker,ENQ06268,Team1,Trader71,DEAL06265,7/10/2025,64,C-1092,Customer 1092
Completed,Bunker,ENQ05040,Team4,Trader26,DEAL01141,7/9/2025,571.345,C-734,Customer 734
Completed,Bunker,ENQ06393,Team10,Trader44,DEAL01381,7/9/2025,224.105,C-726,Customer 726
Completed,Bunker,ENQ21563,Team99,Trader25,DEAL01853,7/9/2025,702.799,C-700,Customer 700
Completed,Bunker,ENQ18137,Team1,Trader70,DEAL07188,7/9/2025,142.58,C-377,Customer 377
Completed,Bunker,ENQ17199,Team4,Trader5,DEAL02794,7/9/2025,705.45,C-344,Customer 344
Completed,Bunker,ENQ20644,Team10,Trader44,DEAL00147,7/9/2025,528.595,C-216,Customer 216
Completed,Bunker,ENQ20111,Team7,Trader55,DEAL02782,7/9/2025,70,C-1406,Customer 1406
Cancelled,Bunker,ENQ13164,Team4,Trader5,DEAL07294,7/9/2025,40,C-1329,Customer 1329
Completed,Bunker,ENQ10283,Team1,Trader58,DEAL04974,7/9/2025,45,C-1094,Customer 1094
Completed,Bunker,ENQ09408,Team4,Trader5,DEAL06142,7/8/2025,92,C-676,Customer 676
Completed,Bunker,ENQ20615,Team10,Trader44,DEAL00118,7/8/2025,73.78,C-618,Customer 618
Pending,Paper,ENQ04923,Team2,Trader40,DEAL08325,7/8/2025,75,C-2067,Customer 2067
Completed,Physical,ENQ04154,Team2,Trader40,DEAL06874,7/8/2025,142,C-1866,Customer 1866
Completed,Bunker,ENQ00460,Team1,Trader60,DEAL04066,7/8/2025,313.291,C-1313,Customer 1313
Completed,Bunker,ENQ18938,Team99,Trader41,DEAL05446,7/7/2025,900.762,C-937,Customer 937
Completed,Bunker,ENQ07124,Team4,Trader26,DEAL03149,7/7/2025,1647.68,C-734,Customer 734
Completed,Bunker,ENQ03910,Team99,Trader65,DEAL04258,7/7/2025,845.714,C-83,Customer 83
Completed,Bunker,ENQ13751,Team4,Trader5,DEAL01417,7/7/2025,54,C-676,Customer 676
Completed,Bunker,ENQ06822,Team8,Trader8,DEAL08194,7/7/2025,302.01,C-1902,Customer 1902
Completed,Paper,ENQ17034,Team8,Trader35,DEAL06592,7/7/2025,29,C-1780,Customer 1780
Invoice Sent,Bunker,ENQ02711,Team4,Trader32,DEAL08842,7/7/2025,76,C-1766,Customer 1766
Completed,Bunker,ENQ00796,Team1,Trader47,DEAL05431,7/7/2025,82,C-1559,Customer 1559
Completed,Bunker,ENQ19625,Team5,Trader11,DEAL07036,7/7/2025,108.08,C-1388,Customer 1388
Completed,Bunker,ENQ12503,Team99,Trader65,DEAL07053,7/6/2025,8,C-83,Customer 83
Completed,Bunker,ENQ10662,Team10,Trader44,DEAL03926,7/6/2025,551.631,C-75,Customer 75
Completed,Bunker,ENQ20343,Team1,Trader72,DEAL06202,7/6/2025,319,C-618,Customer 618
Completed,Bunker,ENQ21160,Team8,Trader36,DEAL00690,7/6/2025,287,C-300,Customer 300
Cancelled,Bunker,ENQ09083,Team4,Trader76,DEAL08615,7/6/2025,85,C-2251,Customer 2251
Completed,Bunker,ENQ08327,Team4,Trader5,DEAL03963,7/5/2025,257.052,C-981,Customer 981
Completed,Bunker,ENQ17609,Team4,Trader23,DEAL01243,7/5/2025,152,C-926,Customer 926
Completed,Bunker,ENQ21675,Team99,Trader25,DEAL01977,7/5/2025,172.313,C-802,Customer 802
Completed,Bunker,ENQ21525,Team8,Trader36,DEAL01813,7/5/2025,311,C-263,Customer 263
Completed,Bunker,ENQ02042,Team4,Trader39,DEAL07792,7/5/2025,78.65,C-253,Customer 253
Completed,Bunker,ENQ20870,Team8,Trader36,DEAL00382,7/5/2025,1293.464,C-207,Customer 207
Completed,Physical,ENQ12744,Team2,Trader40,DEAL07492,7/5/2025,236,C-2067,Customer 2067
Completed,Bunker,ENQ10736,Team4,Trader39,DEAL08165,7/5/2025,28,C-120,Customer 120
Completed,Bunker,ENQ17655,Team1,Trader71,DEAL07002,7/5/2025,150,C-1092,Customer 1092
Completed,Bunker,ENQ04909,Team6,Trader20,DEAL07602,7/5/2025,166,C-1052,Customer 1052
Completed,Bunker,ENQ07490,Team4,Trader23,DEAL01175,7/4/2025,51,C-874,Customer 874
Completed,Bunker,ENQ10722,Team1,Trader15,DEAL01072,7/4/2025,83,C-697,Customer 697
Completed,Bunker,ENQ19717,Team7,Trader17,DEAL06075,7/4/2025,24,C-620,Customer 620
Completed,Bunker,ENQ21351,Team4,Trader23,DEAL01337,7/4/2025,221,C-620,Customer 620
Completed,Bunker,ENQ11937,Team4,Trader5,DEAL03254,7/4/2025,189.867,C-344,Customer 344
Completed,Bunker,ENQ01710,Team1,Trader27,DEAL06520,7/4/2025,123.433,C-1494,Customer 1494
Completed,Bunker,ENQ19049,Team6,Trader20,DEAL06293,7/4/2025,144.846,C-1306,Customer 1306
Completed,Bunker,ENQ09291,Team4,Trader5,DEAL06432,7/3/2025,374,C-676,Customer 676
Completed,Bunker,ENQ18261,Team4,Trader26,DEAL03045,7/3/2025,72.63,C-322,Customer 322
Completed,Bunker,ENQ08658,Team4,Trader39,DEAL07678,7/3/2025,73.44,C-253,Customer 253
Completed,Cargoes (B2B),ENQ00976,Team99,Trader41,DEAL06876,7/3/2025,1533,C-1967,Customer 1967
Completed,Bunker,ENQ21639,Team8,Trader36,DEAL01938,7/3/2025,110.125,C-106,Customer 106
Completed,Bunker,ENQ21043,Team8,Trader36,DEAL00564,7/2/2025,162,C-242,Customer 242
Pending,Paper,ENQ11330,Team2,Trader40,DEAL07269,7/2/2025,12,C-1791,Customer 1791
Oilmar Invoiced,Bunker,ENQ20246,Team1,Trader34,DEAL04248,7/1/2025,107,C-620,Customer 620
Completed,Bunker,ENQ03701,Team4,Trader5,DEAL01499,7/1/2025,69.977,C-307,Customer 307
Completed,Bunker,ENQ21026,Team8,Trader99,DEAL00546,7/1/2025,1042,C-231,Customer 231
Pending,Paper,ENQ02832,Team8,Trader35,DEAL08489,7/1/2025,62,C-1951,Customer 1951
Completed,Bunker,ENQ03332,Team1,Trader34,DEAL06279,7/1/2025,199,C-1631,Customer 1631
Completed,Bunker,ENQ07173,Team4,Trader39,DEAL07945,7/1/2025,51.7,C-120,Customer 120
Completed,Bunker,ENQ10680,Team99,Trader51,DEAL06124,6/30/2025,121.924,C-971,Customer 971
Completed,Bunker,ENQ15570,Team4,Trader5,DEAL02897,6/30/2025,474.8,C-676,Customer 676
Completed,Bunker,ENQ17748,Team4,Trader39,DEAL08586,6/30/2025,507.55,C-253,Customer 253
Completed,Bunker,ENQ21555,Team1,Trader58,DEAL01845,6/30/2025,89,C-167,Customer 167
Completed,Bunker,ENQ16936,Team4,Trader39,DEAL08544,6/30/2025,595.9,C-120,Customer 120
Completed,Paper,ENQ20430,Team4,Trader5,DEAL06567,6/30/2025,29,C-1180,Customer 1180
Cancelled,Others,ENQ15312,Team99,Trader65,DEAL02082,6/29/2025,4,C-83,Customer 83
Completed,Bunker,ENQ09152,Team1,Trader19,DEAL04440,6/29/2025,198.792,C-712,Customer 712
Invoice Sent,Bunker,ENQ00166,Team2,Trader40,DEAL08888,6/29/2025,91,C-1866,Customer 1866
Pending,Paper,ENQ13164,Team4,Trader5,DEAL07293,6/29/2025,16,C-1329,Customer 1329
Completed,Bunker,ENQ05065,Team1,Trader47,DEAL05254,6/28/2025,106,C-1524,Customer 1524
Completed,Bunker,ENQ00663,Team2,Trader40,DEAL07862,6/28/2025,360,C-1175,Customer 1175
Cancelled,Bunker,ENQ14333,Team99,Trader65,DEAL05047,6/27/2025,55,C-83,Customer 83
Completed,Bunker,ENQ11538,Team1,Trader58,DEAL08224,6/27/2025,92,C-727,Customer 727
Completed,Bunker,ENQ12934,Team4,Trader5,DEAL02110,6/27/2025,69.62,C-676,Customer 676
Completed,Bunker,ENQ12136,Team1,Trader71,DEAL08539,6/27/2025,719.168,C-352,Customer 352
Completed,Bunker,ENQ18312,Team4,Trader26,DEAL05742,6/27/2025,342.965,C-271,Customer 271
Completed,Bunker,ENQ07580,Team2,Trader38,DEAL08558,6/27/2025,96.221,C-2126,Customer 2126
Completed,Bunker,ENQ02668,Team8,Trader52,DEAL06612,6/27/2025,123.52,C-1517,Customer 1517
Completed,Bunker,ENQ00265,Team7,Trader62,DEAL02758,6/27/2025,121,C-1087,Customer 1087
Completed,Bunker,ENQ17205,Team1,Trader3,DEAL02452,6/26/2025,35,C-951,Customer 951
Completed,Bunker,ENQ05890,Team4,Trader26,DEAL04751,6/26/2025,60,C-841,Customer 841
Oilmar Invoiced,Bunker,ENQ16489,Team1,Trader15,DEAL03171,6/26/2025,98,C-620,Customer 620
Completed,Bunker,ENQ04617,Team4,Trader26,DEAL02858,6/26/2025,72.766,C-322,Customer 322
Completed,Bunker,ENQ12238,Team4,Trader5,DEAL03915,6/26/2025,98,C-307,Customer 307
Completed,Bunker,ENQ08111,Team99,Trader6,DEAL07321,6/26/2025,390.0635,C-1974,Customer 1974
Completed,Physical,ENQ10572,Team2,Trader40,DEAL07749,6/26/2025,557,C-1788,Customer 1788
Completed,Bunker,ENQ13300,Team1,Trader71,DEAL07985,6/26/2025,116,C-1092,Customer 1092
Completed,Bunker,ENQ11687,Team1,Trader15,DEAL01187,6/25/2025,56,C-925,Customer 925
Completed,Bunker,ENQ06742,Team4,Trader5,DEAL02262,6/25/2025,153.988,C-79,Customer 79
Completed,Bunker,ENQ06204,Team4,Trader21,DEAL03563,6/25/2025,227,C-728,Customer 728
Completed,Bunker,ENQ13279,Team4,Trader5,DEAL04727,6/25/2025,41,C-676,Customer 676
Completed,Bunker,ENQ06894,Team4,Trader5,DEAL05118,6/25/2025,75,C-676,Customer 676
Completed,Bunker,ENQ21462,Team4,Trader5,DEAL01743,6/25/2025,72,C-676,Customer 676
Completed,Bunker,ENQ12652,Team1,Trader58,DEAL08258,6/25/2025,130.05,C-167,Customer 167
Completed,Bunker,ENQ20345,Team9,Trader68,DEAL06565,6/25/2025,55,C-1609,Customer 1609
Completed,Bunker,ENQ16490,Team5,Trader11,DEAL05973,6/25/2025,66,C-1538,Customer 1538
Completed,Bunker,ENQ08465,Team4,Trader18,DEAL04788,6/25/2025,61,C-1479,Customer 1479
Completed,Paper,ENQ19313,Team3,Trader29,DEAL07013,6/24/2025,64,C-1783,Customer 1783
Completed,Bunker,ENQ20103,Team7,Trader55,DEAL02708,6/24/2025,245.109,C-1406,Customer 1406
Pending,Paper,ENQ08873,Team1,Trader71,DEAL07544,6/24/2025,85,C-1092,Customer 1092
Completed,Bunker,ENQ19242,Team99,Trader51,DEAL06606,6/23/2025,1104.603,C-971,Customer 971
Completed,Bunker,ENQ20663,Team10,Trader44,DEAL00166,6/23/2025,38,C-618,Customer 618
Completed,Bunker,ENQ19591,Team2,Trader22,DEAL08273,6/23/2025,306,C-1956,Customer 1956
Completed,Bunker,ENQ09137,Team12,Trader64,DEAL04003,6/23/2025,59,C-1286,Customer 1286
Completed,Bunker,ENQ04796,Team1,Trader63,DEAL02491,6/23/2025,217,C-1107,Customer 1107
Completed,Bunker,ENQ19685,Team4,Trader26,DEAL04753,6/22/2025,89.036,C-841,Customer 841
Completed,Bunker,ENQ18527,Team99,Trader65,DEAL05025,6/22/2025,796.11,C-83,Customer 83
Completed,Bunker,ENQ02020,Team99,Trader65,DEAL08510,6/22/2025,626.67,C-83,Customer 83
Completed,Trade-H,ENQ20477,Team10,Trader44,DEAL02165,6/22/2025,38,C-782,Customer 782
Pending,Paper,ENQ16583,Team2,Trader40,DEAL07817,6/22/2025,41,C-1789,Customer 1789
Completed,Bunker,ENQ14958,Team1,Trader58,DEAL05672,6/22/2025,84.5,C-1331,Customer 1331
Completed,Bunker,ENQ18047,Team1,Trader71,DEAL05968,6/22/2025,153.544,C-1316,Customer 1316
Completed,Cargoes (B2B),ENQ07489,Team2,Trader22,DEAL07123,6/22/2025,616,C-1142,Customer 1142
Completed,Bunker,ENQ18095,Team4,Trader26,DEAL05186,6/21/2025,134.039,C-939,Customer 939
Completed,Bunker,ENQ05125,Team99,Trader65,DEAL02367,6/21/2025,254.568,C-83,Customer 83
Completed,Bunker,ENQ14748,Team4,Trader5,DEAL06185,6/21/2025,569.917,C-676,Customer 676
Completed,Bunker,ENQ02627,Team8,Trader52,DEAL06736,6/21/2025,415,C-436,Customer 436
Completed,Bunker,ENQ19489,Team99,Trader48,DEAL04822,6/21/2025,147.357,C-431,Customer 431
Completed,Bunker,ENQ10010,Team7,Trader17,DEAL06374,6/21/2025,128.64,C-1876,Customer 1876
Completed,Bunker,ENQ12437,Team4,Trader5,DEAL07120,6/21/2025,459.75,C-1150,Customer 1150
Completed,Bunker,ENQ18924,Team10,Trader44,DEAL03702,6/21/2025,62,C-1007,Customer 1007
Completed,Bunker,ENQ05712,Team99,Trader65,DEAL04468,6/20/2025,855.9,C-83,Customer 83
Completed,Bunker,ENQ01447,Team1,Trader71,DEAL06887,6/20/2025,366.977,C-232,Customer 232
Invoice Sent,Bunker,ENQ11853,Team2,Trader38,DEAL08807,6/20/2025,83,C-2140,Customer 2140
Completed,Bunker,ENQ01345,Team6,Trader20,DEAL06493,6/20/2025,63,C-1837,Customer 1837
Completed,Bunker,ENQ01955,Team6,Trader20,DEAL06778,6/20/2025,39.793,C-1246,Customer 1246
Completed,Bunker,ENQ14510,Team4,Trader5,DEAL03277,6/19/2025,189,C-955,Customer 955
Completed,Bunker,ENQ01172,Team8,Trader36,DEAL01062,6/19/2025,222.6,C-73,Customer 73
Completed,Bunker,ENQ19361,Team1,Trader19,DEAL06852,6/19/2025,103.073,C-712,Customer 712
Completed,Bunker,ENQ08037,Team1,Trader63,DEAL05975,6/19/2025,261,C-1403,Customer 1403
Completed,Bunker,ENQ03810,Team4,Trader21,DEAL04085,6/19/2025,435,C-1086,Customer 1086
Completed,Bunker,ENQ11901,Team99,Trader41,DEAL05660,6/18/2025,705.761,C-937,Customer 937
Completed,Bunker,ENQ16010,Team2,Trader38,DEAL08264,6/18/2025,106,C-2126,Customer 2126
Completed,Bunker,ENQ16448,Team4,Trader18,DEAL04997,6/18/2025,137.69,C-1529,Customer 1529
Completed,Bunker,ENQ12090,Team5,Trader11,DEAL05337,6/18/2025,190.805,C-1388,Customer 1388
Completed,Bunker,ENQ12377,Team99,Trader48,DEAL04333,6/18/2025,199,C-1310,Customer 1310
Completed,Bunker,ENQ17295,Team99,Trader65,DEAL00958,6/17/2025,925,C-83,Customer 83
Completed,Bunker,ENQ21239,Team99,Trader65,DEAL00772,6/17/2025,85,C-814,Customer 814
Cancelled,Others,ENQ18719,Team4,Trader5,DEAL02062,6/17/2025,20,C-676,Customer 676
Completed,Bunker,ENQ12515,Team4,Trader5,DEAL05893,6/17/2025,563.158,C-642,Customer 642
Others,Others,ENQ20389,Team8,Trader36,DEAL00370,6/17/2025,72,C-637,Customer 637
Completed,Bunker,ENQ05926,Team8,Trader36,DEAL02002,6/17/2025,297,C-263,Customer 263
Completed,Bunker,ENQ13927,Team99,Trader51,DEAL06077,6/16/2025,192.5,C-618,Customer 618
Completed,Bunker,ENQ20113,Team7,Trader55,DEAL02821,6/16/2025,492.7382,C-618,Customer 618
Completed,Bunker,ENQ20058,Team7,Trader55,DEAL02186,6/16/2025,209,C-1406,Customer 1406
Completed,Bunker,ENQ17803,Team10,Trader44,DEAL04043,6/16/2025,1280,C-1284,Customer 1284
